"...1","id","title","date","group_name","people","total_weight","area_cleaned","cleanup_duration","location","lat","long","total_items","plastic","glass","metal","cloth","mixed","paper_wood","dumping","eating.drinking","fishing","personal.hygiene","recreation","smoking","various","construction","clothing_fabric","miscellaneous","paper_wood_products","tires","six_pack_holders","bags_plastic","bags_paper","beverage_containers","bottle_caps","bottles","cans","container_closures","foodware","straws_stirrers","takeout_food_containers_plastic","takeout_food_containers_paper","utensils","wrappers","buoys_pots_traps_floats","fishing_gear","fishing_lines","fishing_net_and_rope","diapers","personal_care_products","ppe","syringes","tampons_applicators","balloons","fireworks","shotgun_wads_shells","packaging_and_other_smoking","cigar_tips","cigarette_butts","e_cigarettes","lighter","glass_fragments","metal_fragments","packaging","plastic_fragments","source","adults","children","distance_cleaned","number_of_bags","site_length","total_weight_kg"
402,142237,NA,2020-09-27,"Joni",1,2.5,0,NA,NA,35.379032017687,-120.86254227226,94,87,1,3,0,2,1,0,22,0,1,0,20,51,0,0,0,0,NA,0,0,0,0,0,3,3,0,1,1,4,0,0,10,0,0,0,0,NA,0,1,NA,NA,NA,NA,0,2,NA,NA,NA,0,0,0,3,48,"tides",1,0,0.25,NA,NA,NA
403,136740,NA,2020-09-28,"none",1,2.27,0,NA,NA,35.17993,-120.70166,61,51,1,3,0,4,0,0,39,0,1,1,5,13,0,0,2,0,NA,0,0,0,3,9,2,1,2,1,4,3,0,1,15,0,0,0,0,NA,1,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,3,9,"tides",1,0,0.9617,NA,NA,NA
404,136750,NA,2020-09-28,"none",2,36.4,0,NA,NA,35.17973,-120.73355,417,276,4,27,0,107,0,2,123,0,15,8,132,134,1,0,59,0,NA,0,1,0,4,44,9,3,3,0,11,4,0,6,41,0,0,0,0,NA,8,7,NA,NA,NA,NA,0,10,NA,NA,NA,0,0,0,33,43,"tides",2,0,1.1453,NA,NA,NA
405,136772,NA,2020-09-28,"Michel-Rich",2,2.74,0,NA,NA,35.30064,-120.87232,35,22,0,2,0,10,0,0,13,2,1,1,1,16,0,0,5,0,NA,0,0,0,0,1,0,1,1,0,1,2,0,1,7,0,2,0,0,NA,0,1,NA,NA,NA,NA,0,1,NA,NA,NA,0,0,0,3,9,"tides",2,0,1.4649,NA,NA,NA
406,136846,NA,2020-09-28,"Isaacs Britton Clan",2,7,0,NA,NA,35.17758,-120.73024,239,203,0,5,0,29,0,0,135,0,2,12,12,76,0,0,37,0,NA,0,0,0,2,33,2,2,2,3,3,1,0,3,86,0,0,0,0,NA,0,2,NA,NA,NA,NA,0,2,NA,NA,NA,0,0,0,2,49,"tides",2,0,0.0074,NA,NA,NA
407,136859,NA,2020-09-28,"Isaacs Britton Clan",1,75,0,NA,NA,35.17892,-120.73376,31,28,0,2,0,1,0,1,22,0,1,0,3,4,0,0,0,0,NA,0,0,0,1,5,0,1,0,1,2,1,0,2,9,0,0,0,0,NA,1,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,4,"tides",1,0,0.0095,NA,NA,NA
408,136938,NA,2020-09-29,"ROSEN SLO",1,1.71,0,NA,NA,35.17269,-120.75631,29,13,0,2,0,12,0,0,7,2,8,0,5,5,0,0,2,0,NA,0,0,0,1,0,1,2,2,0,0,1,0,0,2,0,2,0,0,NA,0,8,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,1,2,"tides",1,0,0.302,NA,NA,NA
409,136939,NA,2020-09-29,"ROSEN SLO",1,3.68,0,NA,NA,35.17531,-120.75397,85,75,2,3,0,5,0,1,25,1,0,0,40,18,1,0,0,0,NA,0,6,0,0,2,5,2,0,1,0,1,0,0,8,0,1,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,3,15,"tides",1,0,0.3179,NA,NA,NA
410,136951,NA,2020-09-29,"ROSEN SLO",12,9.35,0,NA,NA,35.17475,-120.75535,281,229,0,24,0,28,0,2,83,0,2,3,67,124,2,0,23,0,NA,0,6,0,0,12,4,12,0,4,0,0,0,1,44,0,0,0,0,NA,0,2,NA,NA,NA,NA,0,2,NA,NA,NA,0,0,0,2,102,"tides",12,0,0.9908,NA,NA,NA
411,136953,NA,2020-09-29,"ROSEN SLO",15,39.63,0,NA,NA,35.17236,-120.75577,259,179,11,11,0,57,0,3,95,1,3,6,17,133,2,0,45,0,NA,0,12,0,1,10,23,8,1,5,1,13,0,1,21,0,1,0,0,NA,2,1,NA,NA,NA,NA,0,1,NA,NA,NA,0,0,0,12,81,"tides",15,0,1.4884,NA,NA,NA
412,136955,NA,2020-09-29,"Rosen Slo",2,8.46,0,NA,NA,35.17653,-120.75196,261,200,0,15,0,44,0,2,34,0,0,0,125,98,2,0,41,0,NA,0,0,0,0,22,0,0,2,0,0,0,0,0,12,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,1,56,"tides",2,0,0.0236,NA,NA,NA
413,136957,NA,2020-09-29,"ROSEN SLO",1,2.4,0,NA,NA,35.17232,-120.75578,151,133,0,6,0,11,0,0,28,1,6,0,74,41,0,0,1,0,NA,0,2,0,0,9,2,3,1,0,6,0,0,0,6,0,1,0,0,NA,5,1,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,6,34,"tides",1,0,0.6593,NA,NA,NA
414,136996,NA,2020-09-29,"1",1,1.65,0,NA,NA,35.54803,-121.08195,63,50,1,7,0,4,0,0,15,1,0,0,44,2,0,0,1,0,NA,0,0,0,0,9,1,0,1,1,2,0,0,1,1,0,1,0,0,NA,0,0,NA,NA,NA,NA,0,1,NA,NA,NA,0,0,0,1,0,"tides",1,0,0.0355,NA,NA,NA
415,137038,NA,2020-09-29,"Elder Family",1,10,0,NA,NA,35.129089244032,-120.63256574982,447,314,45,32,0,6,50,0,348,5,6,0,88,0,0,0,0,0,NA,20,2,0,0,33,104,32,0,68,15,26,0,36,12,0,0,5,0,NA,0,0,NA,NA,NA,NA,0,29,NA,NA,NA,4,0,0,0,0,"tides",1,0,0.25,NA,NA,NA
416,137056,NA,2020-09-29,"Troop 40002",3,26.76,0,NA,NA,35.15222,-120.66837,106,81,2,7,0,16,0,6,37,0,7,0,39,17,5,0,2,0,NA,0,0,0,5,13,3,1,0,2,2,0,0,1,10,0,0,0,0,NA,4,3,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,3,12,"tides",3,0,0.4219,NA,NA,NA
417,137073,NA,2020-09-29,"Isaacs Britton Clan",1,3,0,NA,NA,35.14213,-120.6443,37,25,2,1,0,9,0,0,15,0,6,6,2,8,0,0,7,0,NA,0,1,0,0,1,4,0,0,2,1,1,0,1,4,0,0,0,0,NA,0,6,NA,NA,NA,NA,0,1,NA,NA,NA,0,0,0,0,6,"tides",1,0,0.0087,NA,NA,NA
418,137209,NA,2020-09-29,"Team McDonald",2,4,0,NA,NA,35.449522949014,-120.90668581842,67,43,1,14,0,2,3,1,29,1,0,0,32,0,1,0,0,0,NA,0,1,1,0,14,3,2,4,2,1,0,0,2,3,1,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,"tides",1,1,0.5,NA,NA,NA
419,137145,NA,2020-09-30,"none",1,5.7,0,NA,NA,35.18141,-120.72958,71,53,0,4,0,14,0,0,35,0,3,7,6,20,0,0,14,0,NA,0,0,0,3,9,1,1,0,1,1,5,0,2,12,0,0,0,0,NA,1,2,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,5,8,"tides",1,0,0.3649,NA,NA,NA
420,137947,NA,2020-10-02,"none",1,4.8,0,NA,NA,35.17967,-120.73624,64,39,4,9,0,10,0,0,41,0,4,2,3,12,0,0,7,0,NA,0,0,0,2,11,8,4,2,0,2,3,0,0,11,0,0,0,0,NA,2,2,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,1,6,"tides",1,0,1.8457,NA,NA,NA
421,138171,NA,2020-10-03,"none",2,2.57,0,NA,NA,35.17872,-120.73326,75,65,3,5,0,0,0,0,45,0,0,0,10,18,0,0,0,0,NA,0,0,0,1,10,3,3,2,0,0,3,0,10,15,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,11,7,"tides",2,0,0.0068,NA,NA,NA
422,138263,NA,2020-10-03,"Morales",2,2,0,NA,NA,35.41496,-120.87535,23,11,0,2,0,9,0,0,6,0,2,1,2,11,0,0,7,0,NA,0,0,0,0,1,0,1,1,0,0,1,0,0,3,0,0,0,0,NA,2,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,2,2,"tides",2,0,2.0481,NA,NA,NA
423,138500,NA,2020-10-05,"none",1,2.54,0,NA,NA,35.18784,-120.71894,54,39,1,1,0,12,0,0,26,0,1,0,7,19,0,0,11,0,NA,0,0,0,3,3,1,0,1,0,3,2,0,0,14,0,0,0,0,NA,0,1,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,8,"tides",1,0,0.5394,NA,NA,NA
424,138586,NA,2020-10-06,"none",1,2.65,0,NA,NA,35.16872,-120.69268,40,24,1,8,0,7,0,0,23,0,2,2,4,9,0,0,5,0,NA,0,3,0,2,5,2,6,0,0,0,2,0,0,3,0,0,0,0,NA,0,2,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,2,4,"tides",1,0,0,NA,NA,NA
425,139196,NA,2020-10-10,"none",1,10.66,0,NA,NA,35.16144,-120.68112,90,58,1,6,0,23,0,0,38,2,2,12,4,30,0,0,25,0,NA,0,1,0,5,10,2,2,2,1,3,5,0,0,9,0,2,0,0,NA,1,1,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,6,11,"tides",1,0,1.199,NA,NA,NA
426,139676,NA,2020-10-13,"Morales",2,3,0,NA,NA,35.41497,-120.87545,19,11,0,0,0,8,0,0,4,0,0,1,1,13,0,0,8,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,2,4,"tides",2,0,7.4442,NA,NA,NA
427,139735,NA,2020-10-14,"none",1,5.46,0,NA,NA,35.1391,-120.63688,92,72,1,5,0,11,0,0,63,0,0,4,3,19,0,0,12,0,NA,0,3,0,2,8,5,1,3,3,6,8,0,2,25,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,3,8,"tides",1,0,1.3054,NA,NA,NA
428,139790,NA,2020-10-14,"Morales",2,0.7,0,NA,NA,35.41864,-120.87765,11,6,0,0,0,5,0,0,3,0,0,1,0,7,0,0,5,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,2,"tides",2,0,0.9074,NA,NA,NA
429,139792,NA,2020-10-14,"Morales",2,0.99,0,NA,NA,35.41856,-120.87779,22,15,0,0,0,7,0,0,7,0,1,1,2,11,0,0,6,0,NA,0,2,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,NA,1,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,5,"tides",2,0,0.3331,NA,NA,NA
430,139839,NA,2020-10-15,"none",1,5.84,0,NA,NA,35.15304,-120.6605,111,78,1,9,0,18,0,0,67,0,5,5,5,24,0,0,14,0,NA,0,1,0,9,13,5,4,5,2,3,8,0,2,20,0,0,0,0,NA,1,4,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,3,11,"tides",1,0,1.2054,NA,NA,NA
431,139949,NA,2020-10-16,"none",1,7.27,0,NA,NA,35.18918,-120.72039,116,76,0,12,0,25,0,0,63,0,3,6,4,37,0,0,22,0,NA,0,2,0,3,15,7,7,3,2,1,5,0,1,20,0,0,0,0,NA,0,3,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,6,15,"tides",1,0,0.5307,NA,NA,NA
432,140399,NA,2020-10-18,"none",2,12.1,0,NA,NA,35.12294,-120.63532,209,160,0,24,0,24,0,3,112,1,9,3,36,44,3,0,8,0,NA,0,6,0,0,44,2,12,1,0,8,2,0,3,35,0,1,0,0,NA,5,4,NA,NA,NA,NA,0,2,NA,NA,NA,0,0,0,7,32,"tides",2,0,13.0292,NA,NA,NA
433,140402,NA,2020-10-18,"none",3,2,0,NA,NA,35.13968,-120.64241,308,249,1,9,0,43,0,0,70,0,8,2,48,174,0,0,36,0,NA,0,0,0,0,22,4,0,6,1,5,1,0,2,35,0,0,0,0,NA,5,3,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,13,127,"tides",3,0,0.6252,NA,NA,NA
434,140519,NA,2020-10-19,"none",1,4.58,0,NA,NA,35.18922,-120.71972,88,51,0,7,0,27,0,0,41,0,6,2,3,33,0,0,16,0,NA,0,2,0,3,10,2,2,3,3,0,5,0,1,13,0,0,0,0,NA,3,3,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,8,11,"tides",1,0,1.5735,NA,NA,NA
435,140706,NA,2020-10-21,"none",1,0.81,0,NA,NA,35.1624,-120.68388,13,8,1,3,0,1,0,0,8,0,0,0,1,4,0,0,1,0,NA,0,1,0,0,2,1,2,0,0,0,0,0,0,2,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,3,"tides",1,0,0,NA,NA,NA
436,140989,NA,2020-10-23,"none",1,1.38,0,NA,NA,35.18918,-120.72027,46,36,0,3,0,5,0,0,34,0,1,0,1,8,0,0,4,0,NA,0,0,0,6,6,3,1,2,4,0,3,0,1,10,0,0,0,0,NA,0,1,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,4,"tides",1,0,0.9354,NA,NA,NA
437,141279,NA,2020-10-24,"none",2,5.97,0,NA,NA,35.12334,-120.63518,144,99,2,5,0,37,0,0,46,0,11,0,40,46,0,0,22,0,NA,0,3,0,0,4,4,2,1,0,2,2,0,0,29,0,0,0,0,NA,8,3,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,6,18,"tides",2,0,0.8323,NA,NA,NA
438,141523,NA,2020-10-26,"none",1,2.81,0,NA,NA,35.17989,-120.70148,49,31,1,4,0,9,0,0,28,0,1,1,1,14,0,0,9,0,NA,0,1,0,2,3,5,2,4,1,2,2,0,0,10,0,0,0,0,NA,0,1,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,1,5,"tides",1,0,0,NA,NA,NA
439,141604,NA,2020-10-27,"none",1,0.54,0,NA,NA,35.16825,-120.69383,17,12,0,1,0,3,0,0,9,0,1,0,2,4,0,0,2,0,NA,0,0,0,1,2,2,0,1,0,0,1,0,1,2,0,0,0,0,NA,0,1,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,2,"tides",1,0,0,NA,NA,NA
440,141639,NA,2020-10-27,"Morales",2,1.02,0,NA,NA,35.41461,-120.87328,5,0,0,0,0,5,0,0,0,1,0,0,0,4,0,0,4,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,"tides",2,0,0,NA,NA,NA
441,141730,NA,2020-10-28,"none",1,1.8,0,NA,NA,35.18939,-120.72282,40,29,0,0,0,6,0,0,22,0,0,1,3,9,0,0,7,0,NA,0,1,0,3,1,1,0,5,1,3,1,0,0,11,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,3,"tides",1,0,1.0363,NA,NA,NA
442,141869,NA,2020-10-29,"Morales",2,1,0,NA,NA,35.41513,-120.8759,6,2,0,0,0,4,0,1,1,0,0,0,1,3,1,0,3,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,"tides",2,0,0.9883,NA,NA,NA
443,142082,NA,2020-10-31,"none",1,1.25,0,NA,NA,35.37686,-120.86148,25,19,0,1,0,5,0,0,6,1,0,0,11,7,0,0,4,0,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,1,2,"tides",1,0,0.3698,NA,NA,NA
444,142143,NA,2020-11-01,"Morales",2,2.4,0,NA,NA,35.42791,-120.88343,32,14,0,2,0,16,0,0,5,0,2,1,1,23,0,0,15,0,NA,0,0,0,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,NA,0,2,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,1,8,"tides",2,0,0.5987,NA,NA,NA
445,142390,NA,2020-11-03,"none",2,1.28,0,NA,NA,35.10292,-120.62998,17,10,1,1,0,5,0,0,8,0,0,0,3,6,0,0,5,0,NA,0,1,0,0,3,1,0,0,0,0,1,0,0,2,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,1,"tides",2,0,0.0492,NA,NA,NA
446,142539,NA,2020-11-05,"Morales",2,2.33,0,NA,NA,35.40517,-120.86891,22,7,0,1,0,14,0,1,3,0,2,0,0,16,1,0,10,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,NA,2,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,1,5,"tides",2,0,4.3592,NA,NA,NA
447,143218,NA,2020-11-09,"none",2,0.39,0,NA,NA,35.27366,-120.88887,9,6,0,1,0,2,0,0,6,0,0,0,1,2,0,0,2,0,NA,0,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,"tides",2,0,0.0063,NA,NA,NA
448,143342,NA,2020-11-14,"none",1,3.79,0,NA,NA,35.18727,-120.71708,45,39,0,4,0,1,0,0,26,0,0,6,5,7,0,0,7,0,NA,0,0,0,3,7,2,0,1,1,3,4,0,1,5,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,6,"tides",1,0,0,NA,NA,NA
449,178871,NA,2020-11-15,"ECOSLO",16,30,0,NA,NA,35.179489480015,-120.73626354834,1032,835,34,68,0,10,69,0,464,11,10,0,262,269,0,0,0,0,NA,0,23,54,0,154,45,39,16,23,34,10,0,13,83,0,0,6,5,NA,0,9,NA,NA,NA,NA,0,1,NA,NA,NA,0,16,0,55,184,"tides",14,2,1,NA,NA,NA
450,144871,NA,2020-11-26,"Morales",1,1.82,0,NA,NA,35.43401,-120.88809,15,8,0,1,0,6,0,0,7,0,0,2,0,6,0,0,8,0,NA,0,0,0,0,2,0,1,0,0,2,0,0,0,2,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,"tides",1,0,0,NA,NA,NA
451,145074,NA,2020-11-28,"Morales",1,0.53,0,NA,NA,35.42025,-120.8786,11,6,0,0,0,4,0,0,2,0,0,0,2,6,0,0,4,0,NA,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,2,"tides",1,0,0,NA,NA,NA
452,145630,NA,2020-12-05,"none",1,5,0,NA,NA,35.12759,-120.63377,56,33,3,4,0,13,0,0,23,0,2,0,14,14,0,0,8,0,NA,0,2,0,4,6,4,2,3,0,0,2,0,0,3,0,0,0,0,NA,0,2,NA,NA,NA,NA,0,2,NA,NA,NA,0,0,0,1,5,"tides",1,0,0.1391,NA,NA,NA
453,150147,NA,2020-12-05,"Photon Brothers Central Coast",16,15,0,NA,NA,35.178787497546,-120.73556979675,945,857,15,25,0,11,20,6,413,14,8,6,127,354,6,0,4,0,NA,0,27,4,0,126,29,16,17,24,55,14,0,12,107,0,0,7,7,NA,3,3,NA,NA,NA,NA,0,6,NA,NA,NA,2,8,0,10,335,"tides",14,2,1,NA,NA,NA
454,146076,NA,2020-12-07,"ECOSLO",1,7.03,0,NA,NA,35.37052,-120.8569,29,23,1,2,0,3,0,0,12,0,2,12,2,1,0,0,13,0,NA,0,0,0,0,2,2,2,0,0,0,1,0,0,5,0,0,0,0,NA,0,2,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,"tides",1,0,0.2796,NA,NA,NA
455,145948,NA,2020-12-09,"none",1,5.86,0,NA,NA,35.18724,-120.71674,75,66,1,2,0,5,0,0,42,0,0,8,9,15,0,0,11,0,NA,0,1,0,3,17,4,0,1,1,4,3,0,1,8,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,1,NA,NA,NA,0,0,0,1,11,"tides",1,0,0.7019,NA,NA,NA
456,145998,NA,2020-12-09,"none",1,451.39,0,NA,NA,35.14136,-120.64139,233,113,3,8,0,103,0,41,82,4,10,10,33,47,20,0,43,0,NA,0,16,0,3,8,12,5,6,4,11,11,0,8,4,0,4,0,0,NA,5,5,NA,NA,NA,NA,0,25,NA,NA,NA,0,0,0,7,2,"tides",1,0,0.016,NA,NA,NA
457,146198,NA,2020-12-12,"Craig and Lynette",2,4.76,0,NA,NA,35.36786,-120.85395,155,138,3,1,0,8,0,0,71,0,6,1,36,36,0,0,1,0,NA,0,3,0,1,1,4,1,5,6,3,3,0,2,47,0,0,0,0,NA,3,3,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,3,33,"tides",2,0,1.7705,NA,NA,NA
458,146418,NA,2020-12-14,"ECOSLO",1,8.67,0,NA,NA,35.36934,-120.86462,86,83,0,0,0,3,0,0,28,0,2,15,11,30,0,0,15,0,NA,0,1,0,0,9,5,0,0,0,0,0,0,0,13,0,0,0,0,NA,1,1,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,1,29,"tides",1,0,0.0034,NA,NA,NA
459,146492,NA,2020-12-15,"ECOSLO",2,2.5,0,NA,NA,35.37201,-120.86446,58,58,0,0,0,0,0,0,38,0,0,4,0,16,0,0,4,0,NA,0,0,0,0,26,0,0,0,0,5,1,0,0,6,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,16,"tides",2,0,0.1795,NA,NA,NA
460,146506,NA,2020-12-15,"none",1,17.56,0,NA,NA,35.12317,-120.63356,198,130,2,8,0,52,0,13,67,0,6,0,66,40,13,0,25,0,NA,0,2,0,0,13,7,3,6,2,8,1,0,4,27,0,0,0,0,NA,0,6,NA,NA,NA,NA,0,2,NA,NA,NA,0,0,0,9,6,"tides",1,0,0.8257,NA,NA,NA
461,146997,NA,2020-12-20,"Morales",1,0.52,0,NA,NA,35.42077,-120.87853,6,2,0,0,0,4,0,0,1,0,0,0,0,5,0,0,4,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,1,"tides",1,0,0.0158,NA,NA,NA
462,148085,NA,2020-12-22,"ECOSLO",1,2.86,0,NA,NA,35.37061,-120.86525,38,23,1,8,0,5,0,0,22,1,1,2,9,2,0,0,4,0,NA,0,0,0,0,4,1,8,1,1,0,0,0,2,6,0,1,0,0,NA,0,1,NA,NA,NA,NA,0,1,NA,NA,NA,0,0,0,0,0,"tides",1,0,0,NA,NA,NA
463,148310,NA,2020-12-27,"Morales",2,0.66,0,NA,NA,35.41742,-120.87674,12,7,0,0,0,5,0,0,1,0,0,0,0,11,0,0,5,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,6,"tides",2,0,0.0018,NA,NA,NA
464,148422,NA,2020-12-28,"Isaacs Britton Clan",3,3.36,0,NA,NA,35.31624,-120.87048,37,25,0,0,0,9,0,1,20,2,0,3,2,6,1,0,2,0,NA,0,4,0,0,8,0,0,3,0,2,1,0,0,5,0,2,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,5,0,"tides",3,0,0.5563,NA,NA,NA
465,148454,NA,2020-12-29,"none",1,8.53,0,NA,NA,35.18925,-120.72392,80,69,0,4,0,6,0,0,40,0,1,14,3,21,0,0,17,0,NA,0,1,0,1,13,3,3,1,1,4,2,0,0,12,0,0,0,0,NA,0,1,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,2,16,"tides",1,0,2.0045,NA,NA,NA
466,148545,NA,2020-12-30,"Morales",2,1.06,0,NA,NA,35.41645,-120.87614,14,8,0,0,0,6,0,0,0,0,2,1,0,11,0,0,4,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,2,6,"tides",2,0,0.0256,NA,NA,NA
467,149348,NA,2021-01-06,"ECOSLO",1,4.36,0,NA,NA,35.37035,-120.86438,110,91,0,4,0,13,0,0,48,1,5,3,36,15,0,0,7,0,NA,0,0,0,0,3,4,4,2,7,3,2,0,1,24,0,1,0,0,NA,2,3,NA,NA,NA,NA,0,3,NA,NA,NA,0,0,0,0,11,"tides",1,0,0,NA,NA,NA
468,149419,NA,2021-01-07,"none",1,4.84,0,NA,NA,35.12321,-120.63354,36,15,1,1,0,19,0,2,14,0,1,1,4,14,2,0,14,0,NA,0,1,0,0,1,1,0,0,0,0,2,0,0,9,0,0,0,0,NA,0,1,NA,NA,NA,NA,0,2,NA,NA,NA,0,0,0,1,0,"tides",1,0,0.9636,NA,NA,NA
469,149675,NA,2021-01-09,"none",1,6.03,0,NA,NA,35.18894,-120.71893,57,45,0,2,0,9,0,1,23,0,4,8,0,20,1,0,11,0,NA,0,0,0,2,7,2,1,1,1,3,2,0,0,5,0,0,0,0,NA,2,2,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,1,16,"tides",1,0,0,NA,NA,NA
470,149799,NA,2021-01-10,"Morales",2,0.49,0,NA,NA,35.42052,-120.87831,15,12,0,0,0,3,0,0,3,0,0,0,0,12,0,0,3,0,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,9,"tides",2,0,0,NA,NA,NA
471,149873,NA,2021-01-11,"ECOSLO",1,1.56,0,NA,NA,35.43528,-120.88834,60,57,0,0,0,2,0,0,10,1,0,1,4,43,0,0,1,0,NA,0,0,0,0,9,0,0,1,0,1,0,0,0,0,0,1,0,0,NA,0,0,NA,NA,NA,NA,0,1,NA,NA,NA,0,0,0,0,43,"tides",1,0,0.013,NA,NA,NA
472,149931,NA,2021-01-12,"ECOSLO",1,14.57,0,NA,NA,35.36938,-120.85612,283,269,1,0,0,11,0,0,79,2,5,20,49,126,0,0,20,0,NA,0,0,0,0,46,2,0,2,6,4,8,0,2,11,0,2,0,0,NA,3,2,NA,NA,NA,NA,0,4,NA,NA,NA,0,0,0,0,126,"tides",1,0,0,NA,NA,NA
473,150004,NA,2021-01-13,"ECOSLO",3,0.01,0,NA,NA,35.37104,-120.86454,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,"tides",3,0,0.0031,NA,NA,NA
474,150010,NA,2021-01-13,"ECOSLO",1,1.06,0,NA,NA,35.37138,-120.86537,49,38,0,3,0,4,0,0,12,0,0,1,24,8,0,0,1,0,NA,0,0,0,0,4,1,0,4,3,2,0,0,1,1,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,3,NA,NA,NA,0,0,0,1,7,"tides",1,0,0.2086,NA,NA,NA
