"...1","id","title","date","group_name","people","total_weight","area_cleaned","cleanup_duration","location","lat","long","total_items","plastic","glass","metal","cloth","mixed","paper_wood","dumping","eating.drinking","fishing","personal.hygiene","recreation","smoking","various","construction","clothing_fabric","miscellaneous","paper_wood_products","tires","six_pack_holders","bags_plastic","bags_paper","beverage_containers","bottle_caps","bottles","cans","container_closures","foodware","straws_stirrers","takeout_food_containers_plastic","takeout_food_containers_paper","utensils","wrappers","buoys_pots_traps_floats","fishing_gear","fishing_lines","fishing_net_and_rope","diapers","personal_care_products","ppe","syringes","tampons_applicators","balloons","fireworks","shotgun_wads_shells","packaging_and_other_smoking","cigar_tips","cigarette_butts","e_cigarettes","lighter","glass_fragments","metal_fragments","packaging","plastic_fragments","source","adults","children","distance_cleaned","number_of_bags","site_length","total_weight_kg"
330,95910,NA,2019-10-22,"Keep By The Sea",35,61.2,0,NA,NA,35.124166566581,-120.63332244656,412,335,15,29,0,6,16,7,218,6,0,10,91,69,0,0,0,0,NA,0,22,12,0,34,37,18,11,15,12,29,0,1,38,6,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,2,5,0,0,64,"tides",8,27,0.25,NA,NA,NA
331,103746,NA,2019-10-25,"Environmental Center of San Luis Obispo",27,98,0,NA,NA,35.178989666834,-120.73570008499,1702,1467,75,74,0,15,54,8,687,4,6,2,760,218,8,0,0,0,NA,0,14,24,0,130,59,34,17,59,72,19,0,30,247,0,0,0,4,NA,1,0,NA,NA,NA,NA,0,4,NA,NA,NA,1,44,0,37,136,"tides",27,0,2,10,NA,NA
332,116169,NA,2019-12-11,"TNC Dangermond",2,3.2,0,NA,NA,34.45152,-120.44362,33,17,0,0,0,16,0,0,9,2,0,0,0,22,0,0,14,0,NA,0,0,0,0,1,6,0,0,0,0,0,0,0,2,0,2,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,8,"tides",2,0,0.4457,NA,NA,NA
333,114553,NA,2020-02-08,"Environmental Center of San Luis Obispo",88,95,0,NA,NA,35.370748402519,-120.86476165659,1996,1681,131,84,0,28,54,18,609,44,9,7,466,825,12,0,3,0,NA,0,65,38,0,141,41,28,18,40,34,11,0,8,210,2,0,26,16,NA,2,0,NA,NA,NA,NA,0,10,NA,NA,NA,2,119,0,133,566,"tides",71,17,1,15,NA,NA
334,116079,NA,2020-02-26,"Environmental Center of San Luis Obispo",20,28,0,NA,NA,35.185270044811,-120.70322944626,453,388,21,12,0,10,13,8,211,2,2,0,59,162,8,0,0,0,NA,0,24,3,0,26,28,5,9,18,9,4,0,0,96,0,0,0,2,NA,0,0,NA,NA,NA,NA,0,1,NA,NA,NA,0,7,0,5,148,"tides",20,0,1,6,NA,NA
335,117077,NA,2020-03-07,"North beach",4,0.04,0,NA,NA,34.46446,-120.47335,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,"tides",4,0,0.976,NA,NA,NA
336,117079,NA,2020-03-07,"TNC Jack and Laura Dangermond Preserve",5,7.77,0,NA,NA,34.4515,-120.44499,499,474,0,1,0,22,0,0,44,0,2,4,2,445,0,0,14,0,NA,0,0,0,0,16,13,1,2,3,2,4,0,0,5,0,0,0,0,NA,2,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,6,425,"tides",5,0,0.3953,NA,NA,NA
337,117754,NA,2020-03-12,"Keep By The Sea",9,2.4,0,NA,NA,35.123299255769,-120.63353226661,43,43,0,0,0,0,0,0,3,1,0,2,17,20,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,20,"tides",1,8,0.25,NA,NA,NA
338,126332,NA,2020-08-01,"none",1,2.98,0,NA,NA,35.40455,-120.86469,14,10,0,0,0,4,0,0,5,0,1,5,0,3,0,0,6,0,NA,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,2,0,"tides",1,0,0.0041,NA,NA,NA
339,126645,NA,2020-08-09,"none",2,8.65,0,NA,NA,35.10623,-120.62664,156,111,4,3,0,33,0,0,86,0,4,1,30,30,0,0,30,0,NA,0,7,0,0,2,8,3,5,0,2,0,0,1,63,0,0,0,0,NA,4,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,1,"tides",2,0,0.4305,NA,NA,NA
340,126971,NA,2020-08-13,"The Morro Bay Bees",1,0.83,0,NA,NA,35.39507,-120.85809,16,12,0,1,0,3,0,0,4,0,2,1,3,6,0,0,1,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,NA,2,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,1,5,"tides",1,0,0,NA,NA,NA
341,126973,NA,2020-08-16,"none",1,4.23,0,NA,NA,35.10549,-120.62679,62,34,2,0,0,25,0,0,30,0,8,0,6,17,0,0,17,0,NA,0,2,0,0,1,6,0,1,1,1,0,0,0,19,0,0,0,0,NA,8,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,"tides",1,0,0.3716,NA,NA,NA
342,127523,NA,2020-08-23,"none",2,3.71,0,NA,NA,35.10589,-120.62726,93,73,2,1,0,14,0,0,52,0,4,0,16,18,0,0,4,0,NA,0,2,0,0,2,3,1,3,2,2,1,0,0,39,0,0,0,0,NA,4,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,6,8,"tides",2,0,0.3563,NA,NA,NA
343,127903,NA,2020-08-29,"Oscar and Lauri",NA,0.3,0,NA,NA,35.44417,-120.89932,4,2,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,"tides",NA,0,0,NA,NA,NA
344,127909,NA,2020-08-29,"Oscar and Lauri",2,0.14,0,NA,NA,35.44501,-120.89917,3,2,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,"tides",2,0,0,NA,NA,NA
345,128064,NA,2020-09-01,"none",1,1.83,0,NA,NA,35.10576,-120.62971,155,115,0,36,0,3,0,0,86,1,0,0,26,41,0,0,0,0,NA,0,0,0,0,61,1,5,1,0,3,0,0,12,4,0,1,0,0,NA,0,0,NA,NA,NA,NA,0,1,NA,NA,NA,0,0,0,11,30,"tides",1,0,0.0071,NA,NA,NA
346,128190,NA,2020-09-03,"none",1,16.9,0,NA,NA,35.07609,-120.62986,162,114,5,22,0,21,0,10,77,1,2,7,16,49,10,0,10,0,NA,0,4,0,0,51,6,3,0,0,3,1,0,5,4,0,1,0,0,NA,2,0,NA,NA,NA,NA,0,3,NA,NA,NA,0,0,0,11,35,"tides",1,0,0.1407,NA,NA,NA
347,128607,NA,2020-09-06,"none",2,1.5,0,NA,NA,35.40447,-120.86793,41,29,1,2,0,7,0,0,24,0,6,0,2,7,0,0,1,0,NA,0,0,0,0,7,4,2,2,1,0,2,0,2,6,0,0,0,0,NA,5,1,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,6,"tides",2,0,1.7528,NA,NA,NA
348,128726,NA,2020-09-07,"none",2,2.5,0,NA,NA,35.41419,-120.87384,69,45,0,1,0,23,0,1,23,0,0,7,9,29,1,0,28,0,NA,0,0,0,2,6,2,1,0,2,1,0,0,1,8,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,3,5,"tides",2,0,2.8329,NA,NA,NA
349,129452,NA,2020-09-12,"3 generations",1,2,0,NA,NA,35.40035,-120.86195,36,23,0,0,0,13,0,0,18,2,0,1,2,13,0,0,11,0,NA,0,2,0,0,2,0,0,0,0,0,4,0,0,10,0,2,0,0,NA,0,0,NA,NA,NA,NA,0,1,NA,NA,NA,0,0,0,1,2,"tides",1,0,0.0098,NA,NA,NA
350,129671,NA,2020-09-13,"none",1,2.78,0,NA,NA,35.12967,-120.6394,45,33,1,2,0,8,0,0,29,0,0,1,5,9,0,0,3,0,NA,0,0,0,0,3,2,0,1,0,1,8,0,0,15,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,6,1,"tides",1,0,0.0671,NA,NA,NA
351,129720,NA,2020-09-13,"none",2,0.98,0,NA,NA,35.42174,-120.87962,17,8,0,1,0,7,0,0,6,0,0,0,2,8,0,0,7,0,NA,0,0,0,0,0,0,1,1,0,2,0,0,0,3,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,1,0,"tides",2,0,1.9946,NA,NA,NA
352,130056,NA,2020-09-15,"GMezzo",1,2.47,0,NA,NA,35.35936,-120.85138,86,65,0,6,0,13,0,0,26,1,3,0,45,9,0,0,9,0,NA,0,1,0,0,7,0,4,2,0,5,1,0,1,7,0,1,0,0,NA,2,1,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,"tides",1,0,0.4017,NA,NA,NA
353,130358,NA,2020-09-16,"none",1,3,0,NA,NA,35.36718,-120.85146,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,"tides",1,0,0,NA,NA,NA
354,130468,NA,2020-09-17,"The Marine Mammal center",1,0.46,0,NA,NA,35.39146,-120.85667,72,70,0,2,0,0,0,0,12,0,0,0,60,0,0,0,0,0,NA,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,"tides",1,0,0.0094,NA,NA,NA
355,135059,NA,2020-09-17,"Oceano Beach Community Association",2,18,0,NA,NA,35.10173,-120.61488,22,11,0,2,0,8,0,0,10,0,3,0,1,7,0,0,5,0,NA,0,0,0,2,0,3,2,1,0,0,0,0,0,3,0,0,0,0,NA,0,3,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,2,0,"tides",2,0,0.0062,NA,NA,NA
356,131220,NA,2020-09-18,"Green Generation Club",2,3.53,0,NA,NA,34.45935,-120.0238,53,24,2,6,0,20,0,0,24,0,4,0,1,23,0,0,11,0,NA,0,2,0,1,2,2,4,1,0,0,1,0,1,11,0,0,0,0,NA,3,1,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,5,7,"tides",2,0,0.3609,NA,NA,NA
357,130839,NA,2020-09-18,"none",1,0.76,0,NA,NA,35.0916,-120.62977,7,4,0,1,0,2,0,0,5,1,1,0,0,0,0,0,0,0,NA,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,NA,1,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,"tides",1,0,0.076,NA,NA,NA
358,130898,NA,2020-09-18,"Garbage Huggers",4,10,0,NA,NA,35.12337,-120.63672,334,224,4,18,0,78,0,4,104,1,10,3,50,152,0,0,67,0,NA,0,5,0,2,24,6,5,10,6,8,2,0,1,45,0,1,0,0,NA,8,2,NA,NA,NA,NA,0,2,NA,NA,NA,0,0,0,12,75,"tides",4,0,1.3852,NA,NA,NA
359,131267,NA,2020-09-18,"none",2,5,0,NA,NA,35.42663,-120.882,188,112,0,2,0,74,0,18,26,0,4,1,7,132,18,0,48,0,NA,0,0,0,0,11,0,0,0,0,1,0,0,1,13,0,0,0,0,NA,4,0,NA,NA,NA,NA,0,1,NA,NA,NA,0,0,0,7,77,"tides",2,0,1.8798,NA,NA,NA
360,143096,NA,2020-09-19,"Refugio State Beach",1,8,0,NA,NA,34.462612557241,-120.06742810744,76,62,4,6,0,2,1,2,40,0,0,0,4,29,2,0,0,0,NA,0,2,0,0,3,3,4,1,3,7,1,0,0,17,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,1,NA,NA,NA,0,2,0,3,24,"tides",1,0,1,1,NA,NA
361,132619,NA,2020-09-19,"none",1,2.09,0,NA,NA,35.14729,-120.64598,6,6,0,0,0,0,0,0,2,0,0,4,0,0,0,0,4,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,"tides",1,0,0,NA,NA,NA
362,132930,NA,2020-09-19,"Duzanica",2,1.74,0,NA,NA,35.09097,-120.61731,42,31,0,3,0,8,0,0,9,0,0,1,5,27,0,0,6,0,NA,0,2,0,0,2,0,2,0,0,1,2,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,1,NA,NA,NA,0,0,0,2,20,"tides",2,0,1.468,NA,NA,NA
363,133091,NA,2020-09-19,"none",1,3.26,0,NA,NA,35.14298,-120.64556,79,65,1,4,0,9,0,1,44,0,1,0,10,23,1,0,4,0,NA,0,1,0,0,10,7,1,0,0,5,1,0,2,17,0,0,0,0,NA,1,0,NA,NA,NA,NA,0,1,NA,NA,NA,0,0,0,3,16,"tides",1,0,0.3911,NA,NA,NA
364,133205,NA,2020-09-19,"Isaacs Britton Clan",3,8,0,NA,NA,35.1425,-120.64617,290,209,1,47,0,29,0,0,205,0,6,9,37,29,0,0,25,0,NA,0,5,0,3,88,10,6,4,3,7,6,0,11,66,0,0,0,0,NA,0,6,NA,NA,NA,NA,0,3,NA,NA,NA,0,0,0,10,3,"tides",3,0,0.0021,NA,NA,NA
365,133235,NA,2020-09-19,"none",2,3,0,NA,NA,35.41456,-120.87414,37,7,1,2,0,27,0,12,7,0,1,0,2,15,12,0,8,0,NA,0,0,0,0,1,1,2,0,1,1,0,0,1,0,0,0,0,0,NA,0,1,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,7,0,"tides",2,0,0.5362,NA,NA,NA
366,133378,NA,2020-09-19,"none",2,5.15,0,NA,NA,35.42657,-120.88198,64,49,0,1,0,13,0,3,16,0,2,2,17,23,3,0,9,0,NA,0,0,0,0,4,0,0,1,0,0,0,0,0,12,0,0,0,0,NA,1,1,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,1,15,"tides",2,0,1.5443,NA,NA,NA
367,133425,NA,2020-09-19,"Holas2/Ecoslo",3,1.5,0,NA,NA,35.42605,-120.88215,22,12,0,0,0,10,0,0,5,2,3,2,0,10,0,0,7,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,2,0,0,NA,0,3,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,5,"tides",3,0,3.159,NA,NA,NA
368,133678,NA,2020-09-20,"none",2,4.48,0,NA,NA,35.10478,-120.62816,47,28,0,1,0,17,0,2,19,1,1,1,8,14,2,0,7,0,NA,0,0,0,1,2,0,0,1,2,2,1,0,1,10,0,1,0,0,NA,1,0,NA,NA,NA,NA,0,2,NA,NA,NA,0,0,0,7,1,"tides",2,0,0.2631,NA,NA,NA
369,133725,NA,2020-09-20,"none",2,1.47,0,NA,NA,35.42747,-120.88286,15,9,0,0,0,5,0,0,3,2,0,0,4,5,0,0,2,0,NA,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,2,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,3,0,"tides",2,0,0.7399,NA,NA,NA
370,133741,NA,2020-09-20,"Scrudato",2,2.67,0,NA,NA,35.12304,-120.63074,45,21,1,5,0,17,0,0,22,0,2,0,4,16,0,0,12,0,NA,0,5,0,0,2,4,5,1,0,1,0,0,0,5,0,0,0,0,NA,1,1,NA,NA,NA,NA,0,3,NA,NA,NA,0,0,0,1,3,"tides",2,0,1.5924,NA,NA,NA
371,133791,NA,2020-09-20,"Girl Scouts San Luis Obispo",4,0.6,0,NA,NA,35.13602,-120.64102,14,9,0,0,0,5,0,0,4,0,0,0,5,5,0,0,3,0,NA,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,2,0,"tides",4,0,0.0281,NA,NA,NA
372,133825,NA,2020-09-20,"Girl Scouts San Luis Obispo",16,18.85,0,NA,NA,35.13571,-120.64077,319,225,4,11,0,74,0,1,117,0,16,12,41,127,1,0,64,0,NA,0,7,0,0,19,13,2,5,0,17,12,0,10,37,0,0,0,0,NA,2,14,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,15,59,"tides",16,0,0.8733,NA,NA,NA
373,133944,NA,2020-09-20,"Patty Cakes- ECOSLO",3,16.59,0,NA,NA,35.37105,-120.86484,241,155,1,8,0,73,0,0,74,0,17,15,42,89,0,0,57,0,NA,0,1,0,0,21,8,5,4,5,8,0,0,5,21,0,0,0,0,NA,8,9,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,19,28,"tides",3,0,1.0104,NA,NA,NA
374,133960,NA,2020-09-20,"Creeks to coast clean up",2,4.66,0,NA,NA,35.41483,-120.87494,55,33,0,3,0,19,0,2,21,0,2,2,9,19,2,0,16,0,NA,0,3,0,0,4,0,1,0,0,0,0,0,0,13,0,0,0,0,NA,2,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,4,"tides",2,0,2.8046,NA,NA,NA
375,134161,NA,2020-09-21,"none",1,4.12,0,NA,NA,35.10579,-120.62982,236,212,2,4,0,15,0,0,130,0,7,1,30,65,0,0,5,0,NA,0,0,0,0,99,4,2,3,0,6,4,0,15,0,0,0,0,0,NA,4,3,NA,NA,NA,NA,0,4,NA,NA,NA,0,0,0,2,59,"tides",1,0,6e-04,NA,NA,NA
376,134384,NA,2020-09-22,"Cayucos Land Conservany",2,10.41,0,NA,NA,35.44024,-120.89231,94,52,15,21,0,6,0,0,60,2,2,0,22,8,0,0,1,0,NA,0,4,0,0,8,24,18,0,0,0,1,0,0,5,0,2,0,0,NA,1,1,NA,NA,NA,NA,0,1,NA,NA,NA,0,0,0,1,6,"tides",2,0,0.023,NA,NA,NA
377,134430,NA,2020-09-22,"Greenspace",1,1.83,0,NA,NA,35.54515,-121.09394,26,10,0,12,0,4,0,1,21,0,1,0,0,3,1,0,1,0,NA,0,1,0,0,0,3,12,0,0,1,3,0,0,1,0,0,0,0,NA,1,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,2,0,"tides",1,0,0,NA,NA,NA
378,134485,NA,2020-09-22,"Avila Ridge",4,11.56,0,NA,NA,35.17457,-120.7066,140,68,14,24,0,23,0,0,81,0,4,0,25,19,0,0,17,0,NA,0,11,0,0,4,20,24,11,0,6,5,0,1,10,0,0,0,0,NA,4,0,NA,NA,NA,NA,0,1,NA,NA,NA,0,0,0,1,1,"tides",4,0,0.4403,NA,NA,NA
379,134487,NA,2020-09-22,"Avila Ridge and Pirates Cove",4,94.42,0,NA,NA,35.17662,-120.71988,917,420,81,90,0,311,0,24,475,1,63,0,213,126,24,0,122,0,NA,0,10,0,0,91,123,75,15,19,4,52,0,0,101,0,1,0,0,NA,55,8,NA,NA,NA,NA,0,101,NA,NA,NA,0,0,0,4,0,"tides",4,0,0.2797,NA,NA,NA
380,134563,NA,2020-09-23,"none",1,0.98,0,NA,NA,35.16681,-120.69084,11,5,0,2,0,4,0,0,7,1,1,0,0,2,0,0,2,0,NA,0,0,0,0,2,1,1,0,0,0,1,0,1,1,0,1,0,0,NA,0,1,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,"tides",1,0,0.4467,NA,NA,NA
381,139750,NA,2020-09-23,"Whirled Terns",1,1,0,NA,NA,35.274541153436,-120.88821946097,16,15,0,1,0,0,0,0,6,0,0,0,7,3,0,0,0,0,NA,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,3,"tides",1,0,0.25,NA,NA,NA
382,134748,NA,2020-09-24,"none",1,1.09,0,NA,NA,35.18017,-120.73558,33,24,0,3,0,3,0,0,15,0,1,1,4,9,0,0,2,0,NA,0,0,0,0,7,0,0,3,0,2,3,0,0,3,0,0,0,0,NA,0,1,NA,NA,NA,NA,0,1,NA,NA,NA,0,0,0,0,8,"tides",1,0,0.4943,NA,NA,NA
383,134767,NA,2020-09-24,"Ecoslo",2,8.53,0,NA,NA,35.44923,-120.90608,113,72,5,4,0,31,0,1,23,0,1,2,36,49,1,0,25,0,NA,0,1,0,1,4,8,0,1,0,1,1,0,0,7,0,0,0,0,NA,0,1,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,11,15,"tides",2,0,0.5765,NA,NA,NA
384,134815,NA,2020-09-24,"GMezzo",1,2.69,0,NA,NA,35.36069,-120.84779,91,83,2,3,0,3,0,0,16,1,0,0,23,51,0,0,2,0,NA,0,2,0,0,3,2,1,0,0,3,2,0,0,3,0,1,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,3,46,"tides",1,0,0.6797,NA,NA,NA
385,134873,NA,2020-09-24,"none",1,1.87,0,NA,NA,35.42682,-120.88201,20,14,0,0,0,6,0,0,8,0,1,2,2,7,0,0,6,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,NA,1,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,1,2,"tides",1,0,1.1988,NA,NA,NA
386,135093,NA,2020-09-25,"Greenspace",1,3.73,0,NA,NA,35.54508,-121.09397,45,18,1,2,0,20,0,0,14,1,1,0,5,20,0,0,16,0,NA,0,1,0,0,0,3,2,4,0,1,4,0,0,3,0,1,0,0,NA,0,1,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,2,2,"tides",1,0,0.0035,NA,NA,NA
387,135438,NA,2020-09-26,"none",1,13.35,0,NA,NA,35.18204,-120.73294,70,54,1,1,0,11,0,0,28,0,2,22,1,14,0,0,27,0,NA,0,0,0,2,5,3,1,3,3,0,6,0,1,7,0,0,0,0,NA,0,2,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,4,5,"tides",1,0,1.0076,NA,NA,NA
388,135525,NA,2020-09-26,"Team Jellyfish",1,2.94,0,NA,NA,35.44939,-120.91861,43,31,2,3,0,7,0,1,16,0,1,0,15,10,1,0,3,0,NA,0,0,0,2,2,3,1,0,0,0,2,0,1,5,0,0,0,0,NA,0,1,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,2,5,"tides",1,0,0,NA,NA,NA
389,135769,NA,2020-09-26,"none",5,18.7,0,NA,NA,35.17879,-120.73422,617,557,2,13,0,45,0,2,165,0,10,12,43,385,2,0,43,0,NA,0,3,0,3,69,3,1,0,1,11,0,0,6,68,0,0,0,0,NA,4,6,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,2,351,"tides",5,0,0.0934,NA,NA,NA
390,135824,NA,2020-09-26,"Green Heart",2,4.24,0,NA,NA,35.12883,-120.63607,160,135,2,6,0,16,0,0,28,0,3,0,15,113,0,0,12,0,NA,0,1,0,0,9,3,0,1,0,0,1,0,3,11,0,0,0,0,NA,2,1,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,1,100,"tides",2,0,1.1417,NA,NA,NA
391,135922,NA,2020-09-26,"none",3,0.8,0,NA,NA,35.36672,-120.85119,35,28,0,0,0,7,0,0,9,0,3,1,10,12,0,0,4,0,NA,0,0,0,1,1,0,0,0,0,2,1,0,2,2,0,0,0,0,NA,0,3,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,3,5,"tides",3,0,1.6227,NA,NA,NA
392,135927,NA,2020-09-26,"none",3,1.64,0,NA,NA,35.37835,-120.8642,137,132,0,2,0,2,0,0,11,0,0,1,102,22,0,0,2,0,NA,0,0,0,0,5,0,0,1,0,0,0,0,1,5,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,1,NA,NA,NA,0,0,0,1,20,"tides",3,0,0.8857,NA,NA,NA
393,160760,NA,2020-09-26,"Cayucos Skate Park and Parking Lot Cleanup",2,4,0,NA,NA,35.449527908357,-120.90641465913,67,43,1,15,0,1,3,1,30,0,0,0,32,0,1,0,0,0,NA,0,1,1,0,14,3,3,4,2,1,0,0,2,3,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,"tides",1,1,0.5,2,NA,NA
394,136384,NA,2020-09-27,"none",1,6.3,0,NA,NA,35.13862,-120.64405,196,159,0,4,0,28,0,0,104,0,1,0,53,33,0,0,27,0,NA,0,0,0,5,10,5,2,5,4,7,6,0,5,60,0,0,0,0,NA,0,1,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,6,"tides",1,0,0.1642,NA,NA,NA
395,136419,NA,2020-09-27,"Beach Bunnies",2,5.74,0,NA,NA,35.10575,-120.62709,157,127,1,3,0,22,0,0,89,1,10,5,27,21,0,0,2,0,NA,0,6,0,2,6,1,2,4,9,1,2,0,1,59,0,1,0,0,NA,9,1,NA,NA,NA,NA,0,3,NA,NA,NA,0,0,0,13,8,"tides",2,0,0.4042,NA,NA,NA
396,136478,NA,2020-09-27,"Buckeyes",1,6.37,0,NA,NA,35.16683,-120.69385,99,75,1,4,0,19,0,0,22,1,2,5,10,59,0,0,17,0,NA,0,0,0,0,2,2,3,0,3,2,1,0,0,9,0,1,0,0,NA,0,2,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,4,43,"tides",1,0,0.6927,NA,NA,NA
397,136495,NA,2020-09-27,"CBL",3,18.93,0,NA,NA,35.17768,-120.72098,141,46,23,30,0,39,0,2,97,0,2,0,2,35,2,0,31,0,NA,0,2,0,1,30,29,15,3,3,1,3,0,2,11,0,0,0,0,NA,0,2,NA,NA,NA,NA,0,2,NA,NA,NA,0,0,0,2,2,"tides",3,0,0,NA,NA,NA
398,136496,NA,2020-09-27,"Cbl",3,15.41,0,NA,NA,35.17765,-120.72093,332,192,5,20,0,111,0,0,67,0,17,0,100,144,0,0,82,0,NA,0,0,0,0,33,9,0,4,0,12,3,0,7,3,0,0,0,0,NA,11,6,NA,NA,NA,NA,0,6,NA,NA,NA,0,0,0,10,52,"tides",3,0,2.947,NA,NA,NA
399,136608,NA,2020-09-27,"Explore Ecology",1,0.05,0,NA,NA,35.1228,-120.6336,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,"tides",1,0,0.5907,NA,NA,NA
400,136632,NA,2020-09-27,"Explore Ecology",2,24.26,0,NA,NA,35.12298,-120.63437,377,238,14,42,0,82,0,0,145,1,1,8,45,176,0,0,70,0,NA,0,2,0,1,11,24,41,1,1,4,0,0,0,61,0,1,0,0,NA,1,0,NA,NA,NA,NA,0,18,NA,NA,NA,0,0,0,62,52,"tides",2,0,1.4747,NA,NA,NA
401,136637,NA,2020-09-27,"MarCore",5,30,0,NA,NA,35.12245,-120.63201,367,301,4,18,0,32,0,0,146,1,15,1,89,103,0,0,14,0,NA,0,2,0,0,39,11,9,12,12,17,16,0,3,37,0,1,0,0,NA,2,13,NA,NA,NA,NA,0,3,NA,NA,NA,0,0,0,0,90,"tides",5,0,0.0041,NA,NA,NA
